kind,item_id,ref_id,stratum,memory_type,query,target,answer,contexts,verifier_hint,verdict,used
claim,JCAL-014,c5,high_risk,episodic,第 5 周用户提了哪几条修订？,- 第 1 周用户提出 3 条修订：这个架次取消、改到上午、把 AC73 换掉,"检索到以下相关内容：
- 第 5 周用户提出 3 条修订：早一点起飞、换一架飞机、这天别安排了
- 第 15 周用户提出 3 条修订：周末不排、带飞教员固定一个、先把阻塞项解开
- 第 6 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点
- 第 1 周用户提出 3 条修订：这个架次取消、改到上午、把 AC73 换掉
- 第 3 周用户提出 3 条修订：跑道换成 RWY-1、把周五腾出来、这一版别动了","[1] epi:epi_ffbe017f229dcf6416a6b17d :: 第 5 周用户提出 3 条修订：早一点起飞、换一架飞机、这天别安排了
[2] epi:epi_027681d041c23da295f83ff7 :: 第 15 周用户提出 3 条修订：周末不排、带飞教员固定一个、先把阻塞项解开
[3] epi:epi_bf02a963bebf16197b458a46 :: 第 6 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点
[4] epi:epi_340bf83921cdb27f5fc11840 :: 第 1 周用户提出 3 条修订：这个架次取消、改到上午、把 AC73 换掉
[5] epi:epi_395c20e689ee850deb144a34 :: 第 3 周用户提出 3 条修订：跑道换成 RWY-1、把周五腾出来、这一版别动了",有出处,,
claim,JCAL-014,c6,high_risk,episodic,第 5 周用户提了哪几条修订？,- 第 3 周用户提出 3 条修订：跑道换成 RWY-1、把周五腾出来、这一版别动了,"检索到以下相关内容：
- 第 5 周用户提出 3 条修订：早一点起飞、换一架飞机、这天别安排了
- 第 15 周用户提出 3 条修订：周末不排、带飞教员固定一个、先把阻塞项解开
- 第 6 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点
- 第 1 周用户提出 3 条修订：这个架次取消、改到上午、把 AC73 换掉
- 第 3 周用户提出 3 条修订：跑道换成 RWY-1、把周五腾出来、这一版别动了","[1] epi:epi_ffbe017f229dcf6416a6b17d :: 第 5 周用户提出 3 条修订：早一点起飞、换一架飞机、这天别安排了
[2] epi:epi_027681d041c23da295f83ff7 :: 第 15 周用户提出 3 条修订：周末不排、带飞教员固定一个、先把阻塞项解开
[3] epi:epi_bf02a963bebf16197b458a46 :: 第 6 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点
[4] epi:epi_340bf83921cdb27f5fc11840 :: 第 1 周用户提出 3 条修订：这个架次取消、改到上午、把 AC73 换掉
[5] epi:epi_395c20e689ee850deb144a34 :: 第 3 周用户提出 3 条修订：跑道换成 RWY-1、把周五腾出来、这一版别动了",有出处,,
context,JCAL-014,epi:epi_ffbe017f229dcf6416a6b17d,high_risk,episodic,第 5 周用户提了哪几条修订？,第 5 周用户提出 3 条修订：早一点起飞、换一架飞机、这天别安排了,"检索到以下相关内容：
- 第 5 周用户提出 3 条修订：早一点起飞、换一架飞机、这天别安排了
- 第 15 周用户提出 3 条修订：周末不排、带飞教员固定一个、先把阻塞项解开
- 第 6 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点
- 第 1 周用户提出 3 条修订：这个架次取消、改到上午、把 AC73 换掉
- 第 3 周用户提出 3 条修订：跑道换成 RWY-1、把周五腾出来、这一版别动了","[1] epi:epi_ffbe017f229dcf6416a6b17d :: 第 5 周用户提出 3 条修订：早一点起飞、换一架飞机、这天别安排了
[2] epi:epi_027681d041c23da295f83ff7 :: 第 15 周用户提出 3 条修订：周末不排、带飞教员固定一个、先把阻塞项解开
[3] epi:epi_bf02a963bebf16197b458a46 :: 第 6 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点
[4] epi:epi_340bf83921cdb27f5fc11840 :: 第 1 周用户提出 3 条修订：这个架次取消、改到上午、把 AC73 换掉
[5] epi:epi_395c20e689ee850deb144a34 :: 第 3 周用户提出 3 条修订：跑道换成 RWY-1、把周五腾出来、这一版别动了",,,
claim,JCAL-015,c2,high_risk,episodic,第 14 周用户提了哪几条修订？,- 第 14 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点,"检索到以下相关内容：
- 第 14 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点
- 第 15 周用户提出 3 条修订：周末不排、带飞教员固定一个、先把阻塞项解开
- 第 1 周用户提出 3 条修订：这个架次取消、改到上午、把 AC73 换掉
- 第 8 周用户提出 3 条修订：往后挪挪、别排周三、教员换成孙军
- 第 6 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点","[1] epi:epi_242c9e77015201d92bb935c0 :: 第 14 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点
[2] epi:epi_027681d041c23da295f83ff7 :: 第 15 周用户提出 3 条修订：周末不排、带飞教员固定一个、先把阻塞项解开
[3] epi:epi_340bf83921cdb27f5fc11840 :: 第 1 周用户提出 3 条修订：这个架次取消、改到上午、把 AC73 换掉
[4] epi:epi_afac66dc85cbd07220d6fc89 :: 第 8 周用户提出 3 条修订：往后挪挪、别排周三、教员换成孙军
[5] epi:epi_bf02a963bebf16197b458a46 :: 第 6 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点",有出处,,
claim,JCAL-015,c3,high_risk,episodic,第 14 周用户提了哪几条修订？,- 第 15 周用户提出 3 条修订：周末不排、带飞教员固定一个、先把阻塞项解开,"检索到以下相关内容：
- 第 14 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点
- 第 15 周用户提出 3 条修订：周末不排、带飞教员固定一个、先把阻塞项解开
- 第 1 周用户提出 3 条修订：这个架次取消、改到上午、把 AC73 换掉
- 第 8 周用户提出 3 条修订：往后挪挪、别排周三、教员换成孙军
- 第 6 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点","[1] epi:epi_242c9e77015201d92bb935c0 :: 第 14 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点
[2] epi:epi_027681d041c23da295f83ff7 :: 第 15 周用户提出 3 条修订：周末不排、带飞教员固定一个、先把阻塞项解开
[3] epi:epi_340bf83921cdb27f5fc11840 :: 第 1 周用户提出 3 条修订：这个架次取消、改到上午、把 AC73 换掉
[4] epi:epi_afac66dc85cbd07220d6fc89 :: 第 8 周用户提出 3 条修订：往后挪挪、别排周三、教员换成孙军
[5] epi:epi_bf02a963bebf16197b458a46 :: 第 6 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点",有出处,,
claim,JCAL-015,c4,high_risk,episodic,第 14 周用户提了哪几条修订？,- 第 1 周用户提出 3 条修订：这个架次取消、改到上午、把 AC73 换掉,"检索到以下相关内容：
- 第 14 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点
- 第 15 周用户提出 3 条修订：周末不排、带飞教员固定一个、先把阻塞项解开
- 第 1 周用户提出 3 条修订：这个架次取消、改到上午、把 AC73 换掉
- 第 8 周用户提出 3 条修订：往后挪挪、别排周三、教员换成孙军
- 第 6 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点","[1] epi:epi_242c9e77015201d92bb935c0 :: 第 14 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点
[2] epi:epi_027681d041c23da295f83ff7 :: 第 15 周用户提出 3 条修订：周末不排、带飞教员固定一个、先把阻塞项解开
[3] epi:epi_340bf83921cdb27f5fc11840 :: 第 1 周用户提出 3 条修订：这个架次取消、改到上午、把 AC73 换掉
[4] epi:epi_afac66dc85cbd07220d6fc89 :: 第 8 周用户提出 3 条修订：往后挪挪、别排周三、教员换成孙军
[5] epi:epi_bf02a963bebf16197b458a46 :: 第 6 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点",有出处,,
claim,JCAL-015,c5,high_risk,episodic,第 14 周用户提了哪几条修订？,- 第 8 周用户提出 3 条修订：往后挪挪、别排周三、教员换成孙军,"检索到以下相关内容：
- 第 14 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点
- 第 15 周用户提出 3 条修订：周末不排、带飞教员固定一个、先把阻塞项解开
- 第 1 周用户提出 3 条修订：这个架次取消、改到上午、把 AC73 换掉
- 第 8 周用户提出 3 条修订：往后挪挪、别排周三、教员换成孙军
- 第 6 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点","[1] epi:epi_242c9e77015201d92bb935c0 :: 第 14 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点
[2] epi:epi_027681d041c23da295f83ff7 :: 第 15 周用户提出 3 条修订：周末不排、带飞教员固定一个、先把阻塞项解开
[3] epi:epi_340bf83921cdb27f5fc11840 :: 第 1 周用户提出 3 条修订：这个架次取消、改到上午、把 AC73 换掉
[4] epi:epi_afac66dc85cbd07220d6fc89 :: 第 8 周用户提出 3 条修订：往后挪挪、别排周三、教员换成孙军
[5] epi:epi_bf02a963bebf16197b458a46 :: 第 6 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点",有出处,,
claim,JCAL-015,c6,high_risk,episodic,第 14 周用户提了哪几条修订？,- 第 6 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点,"检索到以下相关内容：
- 第 14 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点
- 第 15 周用户提出 3 条修订：周末不排、带飞教员固定一个、先把阻塞项解开
- 第 1 周用户提出 3 条修订：这个架次取消、改到上午、把 AC73 换掉
- 第 8 周用户提出 3 条修订：往后挪挪、别排周三、教员换成孙军
- 第 6 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点","[1] epi:epi_242c9e77015201d92bb935c0 :: 第 14 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点
[2] epi:epi_027681d041c23da295f83ff7 :: 第 15 周用户提出 3 条修订：周末不排、带飞教员固定一个、先把阻塞项解开
[3] epi:epi_340bf83921cdb27f5fc11840 :: 第 1 周用户提出 3 条修订：这个架次取消、改到上午、把 AC73 换掉
[4] epi:epi_afac66dc85cbd07220d6fc89 :: 第 8 周用户提出 3 条修订：往后挪挪、别排周三、教员换成孙军
[5] epi:epi_bf02a963bebf16197b458a46 :: 第 6 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点",有出处,,
context,JCAL-015,epi:epi_242c9e77015201d92bb935c0,high_risk,episodic,第 14 周用户提了哪几条修订？,第 14 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点,"检索到以下相关内容：
- 第 14 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点
- 第 15 周用户提出 3 条修订：周末不排、带飞教员固定一个、先把阻塞项解开
- 第 1 周用户提出 3 条修订：这个架次取消、改到上午、把 AC73 换掉
- 第 8 周用户提出 3 条修订：往后挪挪、别排周三、教员换成孙军
- 第 6 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点","[1] epi:epi_242c9e77015201d92bb935c0 :: 第 14 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点
[2] epi:epi_027681d041c23da295f83ff7 :: 第 15 周用户提出 3 条修订：周末不排、带飞教员固定一个、先把阻塞项解开
[3] epi:epi_340bf83921cdb27f5fc11840 :: 第 1 周用户提出 3 条修订：这个架次取消、改到上午、把 AC73 换掉
[4] epi:epi_afac66dc85cbd07220d6fc89 :: 第 8 周用户提出 3 条修订：往后挪挪、别排周三、教员换成孙军
[5] epi:epi_bf02a963bebf16197b458a46 :: 第 6 周用户提出 3 条修订：把两个架次合并看看、优先补落下的课、密度降一点",,,
claim,JCAL-016,c1,high_risk,procedural,我一般选哪一档松弛？,根据历史记录，在第3周选择了Tier 0松弛且没有欠账项目；,根据历史记录，在第3周选择了Tier 0松弛且没有欠账项目；而在其他几周（第11、12、13和18周）都选择了Tier 1松弛，并有不同程度的欠账。因此，通常情况下你会选择Tier 1松弛。,"[1] epi:epi_48935c7ffa939ae172da378c :: 第 13 周选用 Tier 1 松弛，欠账 2 项
[2] epi:epi_8bb677acc868f0a4191cc6d2 :: 第 18 周选用 Tier 1 松弛，欠账 1 项
[3] epi:epi_43c90a25249fa65cbe138a2f :: 第 12 周选用 Tier 1 松弛，欠账 1 项
[4] epi:epi_8a823503c2b162dc6306d059 :: 第 11 周选用 Tier 1 松弛，欠账 3 项
[5] epi:epi_4fdc24e124cec3efb874b227 :: 第 3 周选用 Tier 0 松弛，欠账 0 项",有出处,,
claim,JCAL-016,c2,high_risk,procedural,我一般选哪一档松弛？,而在其他几周（第11、12、13和18周）都选择了Tier 1松弛，并有不同程度的欠账。,根据历史记录，在第3周选择了Tier 0松弛且没有欠账项目；而在其他几周（第11、12、13和18周）都选择了Tier 1松弛，并有不同程度的欠账。因此，通常情况下你会选择Tier 1松弛。,"[1] epi:epi_48935c7ffa939ae172da378c :: 第 13 周选用 Tier 1 松弛，欠账 2 项
[2] epi:epi_8bb677acc868f0a4191cc6d2 :: 第 18 周选用 Tier 1 松弛，欠账 1 项
[3] epi:epi_43c90a25249fa65cbe138a2f :: 第 12 周选用 Tier 1 松弛，欠账 1 项
[4] epi:epi_8a823503c2b162dc6306d059 :: 第 11 周选用 Tier 1 松弛，欠账 3 项
[5] epi:epi_4fdc24e124cec3efb874b227 :: 第 3 周选用 Tier 0 松弛，欠账 0 项",有出处,,
claim,JCAL-016,c3,high_risk,procedural,我一般选哪一档松弛？,因此，通常情况下你会选择Tier 1松弛。,根据历史记录，在第3周选择了Tier 0松弛且没有欠账项目；而在其他几周（第11、12、13和18周）都选择了Tier 1松弛，并有不同程度的欠账。因此，通常情况下你会选择Tier 1松弛。,"[1] epi:epi_48935c7ffa939ae172da378c :: 第 13 周选用 Tier 1 松弛，欠账 2 项
[2] epi:epi_8bb677acc868f0a4191cc6d2 :: 第 18 周选用 Tier 1 松弛，欠账 1 项
[3] epi:epi_43c90a25249fa65cbe138a2f :: 第 12 周选用 Tier 1 松弛，欠账 1 项
[4] epi:epi_8a823503c2b162dc6306d059 :: 第 11 周选用 Tier 1 松弛，欠账 3 项
[5] epi:epi_4fdc24e124cec3efb874b227 :: 第 3 周选用 Tier 0 松弛，欠账 0 项",有出处,,
claim,JCAL-017,c1,high_risk,procedural,我的松弛档偏好支持度是多少？,根据检索到的相关内容，最近几周的方案中都设置了松弛档 Tier 0。,"根据检索到的相关内容，最近几周的方案中都设置了松弛档 Tier 0。具体如下：
- 第 7 周和第 4 周方案由张主任批准，设置为松弛档 Tier 0。
- 第 3 周方案由王参谋批准，设置为松弛档 Tier 0。
- 第 8 周和第 5 周方案由李科长批准，同样设置了松弛档 Tier 0。

因此，你的松弛档偏好支持度是 Tier 0。","[1] epi:epi_cfdb4ff118122cc1ab3e1ae2 :: 第 7 周方案由张主任批准，松弛档 Tier 0
[2] epi:epi_ea514feb26d652432f3129cc :: 第 4 周方案由张主任批准，松弛档 Tier 0
[3] epi:epi_7b7efe86f9aaab1c60a5e9bd :: 第 3 周方案由王参谋批准，松弛档 Tier 0
[4] epi:epi_872de06c9ecf36ece027a2ff :: 第 8 周方案由李科长批准，松弛档 Tier 0
[5] epi:epi_b4b6bd4c42b75e195d033577 :: 第 5 周方案由李科长批准，松弛档 Tier 0",有出处,,
claim,JCAL-017,c3,high_risk,procedural,我的松弛档偏好支持度是多少？,- 第 7 周和第 4 周方案由张主任批准，设置为松弛档 Tier 0。,"根据检索到的相关内容，最近几周的方案中都设置了松弛档 Tier 0。具体如下：
- 第 7 周和第 4 周方案由张主任批准，设置为松弛档 Tier 0。
- 第 3 周方案由王参谋批准，设置为松弛档 Tier 0。
- 第 8 周和第 5 周方案由李科长批准，同样设置了松弛档 Tier 0。

因此，你的松弛档偏好支持度是 Tier 0。","[1] epi:epi_cfdb4ff118122cc1ab3e1ae2 :: 第 7 周方案由张主任批准，松弛档 Tier 0
[2] epi:epi_ea514feb26d652432f3129cc :: 第 4 周方案由张主任批准，松弛档 Tier 0
[3] epi:epi_7b7efe86f9aaab1c60a5e9bd :: 第 3 周方案由王参谋批准，松弛档 Tier 0
[4] epi:epi_872de06c9ecf36ece027a2ff :: 第 8 周方案由李科长批准，松弛档 Tier 0
[5] epi:epi_b4b6bd4c42b75e195d033577 :: 第 5 周方案由李科长批准，松弛档 Tier 0",有出处,,
